	BALF1	BALF2	BALF16	BALF19	BALF25	BALF28	BALF33	BALF39	BALF42	BALF44	BALF45	BALF54	BALF56	BALF59	BALF60	BALF63	BALF65	BALF67	BALF72	BALF76	BALF77	BALF78	BALF81	BALF85	BALF88	BALF95	BALF96	BALF97	BALF105	BALF106	BALF108	BALF109	BALF112	BALF113	BALF114	BALF115	BALF116	BALF120	BALF121	BALF123	BALF126	BALF127	BALF128	BALF133	BALF136	BALF138	BALF143	BALF148	BALF150	BALF153	BALF155	BALF161	BALF162	BALF163	BALF165	BALF166	BALF169	BALF181	BALF182	BALF194	BALF198	BALF203	BALF204	BALF206	BALF208	BALF214	BALF217	BALF218	BALF221	BALF222	BALF225	BALF228	BALF231	BALF237	BALF238	BALF247	BALF248	BALF253	BALF254	BALF255	BALF256	BALF177	BALF259	BALF263	BALF265	BALF267	BALF270	BALF283
K02115: F_type_H_transporting_ATPase_subunit_gamma	0	1062.55	204.435	39.87	876.701	459.16	780.903	731.165	996.069	695.193	543.582	0	131.458	89.8714	302.344	419.861	318.268	0	882.542	0	0	0	59.9773	684.735	0	724.578	639.621	0	0	0	0	904.084	0	0	1181.35	0	543.277	367.533	23.0151	0	0	0	860.33	0	0	0	193.423	922.277	283.655	0	0	0	0	0	0	0	0	1011.67	0	0	365.382	887.331	430.394	593.038	0	762.322	0	0	48.796	620.185	0	0	890.735	1063.87	311.413	1160.37	1179.36	581.11	0	972.056	138.262	810.935	0	0	771.838	676.094	0	590.403
K00943: dTMP_kinase	0	0	60.0209	0	814.651	417.269	1192.39	1015.45	1131.87	993.757	872.852	0	0	31.2843	92.8401	739.247	482.785	211.408	1067.24	0	0	0	124.0829	1032.88	0	1213.18	1025.94	0	0	0	0	1161.48	0	399.9	418.818	584.041	581.722	474.78	0	0	0	0	338.197	0	0	0	220.918	1154.97	742.032	0	0	0	0	0	0	0	0	768.425	0	0	810.642	1072.84	614.467	454.795	0	533.011	0	0	216.154	577.526	0	0	1084.68	1135.27	472.331	1265.62	1239.76	1430.51	0	1176.3	0	0	0	503.894	1165.76	1128.99	0	516.883
K02025: multiple_sugar_transport_system_permease_protein	0	654.852	92.113	21.9679	950.745	445.975	926.731	437.255	1118.95	605.608	446.703	0	0	0	0	345.004	570.695	123.062	824.14	0	0	0	131.639	738.976	0	493.791	731.463	0	0	0	0	1024.79	0	299.188	968.666	0	483.577	445.423	61.3772	180.836	0	0	336.187	0	0	0	0	837.157	330.103	0	0	0	0	0	0	0	0	850.086	0	0	899.634	908.349	408.034	748.565	0	460.165	0	0	124.398	221.58	0	0	990.118	1033.69	655.629	1132.7	900.09	931.155	0	867.609	0	666.298	0	0	835.909	682.147	0	535.226
K03076: preprotein_translocase_subunit_SecY	0	0	75.2296	46.2071	814.629	426.628	948.269	393.006	790.271	759.269	492.21	0	0	0	36.3549	252.268	384.653	0	765.356	0	0	0	0	499.312	0	733.088	277.039	0	855.418	0	280.375	866.121	464.33	225.924	730.605	0	900.739	526.663	0	0	0	0	427.629	0	139.932	0	208.024	882.091	279.645	0	0	0	0	0	0	0	0	656.159	0	0	589.334	860.953	534.095	686.641	0	609.826	0	0	71.2384	551.047	0	0	576.923	958.844	585.912	765.886	991.868	671.41	0	823.113	0	436.075	0	0	745.286	713.303	0	406.688
K00864: glycerol_kinase	0	0	175.378	37.9004	897.155	0	1058.18	594.54	773.919	780.304	783.175	0	0	113.8929	255.001	569.104	329.152	0	905.844	0	0	0	0	694.709	0	483.25	673.81	0	797.645	0	0	1337.24	0	266.861	533.189	0	749.175	693.14	100.863	0	0	0	636.643	0	0	262.138	0	755.796	426.718	0	0	0	0	0	0	0	0	839.755	196.155	0	916.097	949.437	315.431	697.454	0	491.338	0	135.484	0	283.985	0	0	433.036	1005.78	672.725	940.509	921.781	735.745	0	950.204	0	0	0	0	863.637	746.45	0	584.95
K01867: tryptophanyl_tRNA_synthetase	0	0	92.1659	85.3295	844.851	194.066	961.963	533.764	725.346	523.418	841.912	0	0	61.7025	161.7	516.533	678.013	231.604	822.573	0	0	0	75.6594	479.118	0	241.555	712.086	0	0	0	0	991.509	0	497.805	869.403	369.718	420.662	419.714	86.8957	69.1524	0	0	199.455	0	0	0	119.87	1010.77	256.279	0	0	0	0	0	0	0	0	846.765	0	0	860.191	773.534	282.116	723.109	0	819.464	0	0	249.0775	814.822	0	0	466.29	863.941	512.603	765.42	801.749	821.404	0	837.567	0	338.263	0	0	554.597	765.239	0	586.789
K03650: tRNA_modification_GTPase_EC_3_6_	611.922	0	102.175	37.0177	869.272	438.689	913.084	497.617	935.728	779.128	775.953	0	0	61.069	0	520.669	279.543	153.47	957.791	0	0	0	109.1929	819.159	0	755.055	768.611	0	0	0	0	1120.44	0	98.4161	311.328	0	238.582	665.661	111.978	0	0	0	806.342	0	193.959	0	271.823	746.133	332.108	0	0	0	0	0	0	0	0	813.564	0	0	729.551	1035.22	387.747	627.335	0	819.929	0	0	273.4491	410.612	0	0	812.297	991.576	558.121	924.409	1129.15	1038	0	1203.86	0	0	0	0	707.435	772.979	0	789.382
K02110: F_type_H_transporting_ATPase_subunit_c	0	1980.5254	257.841	68.2408	908.968	0	827.795	323.221	1179.18	753.451	833.541	0	0	55.7805	109.3	753.7913	0	135.844	1226.33	774.432	0	0	0	769.838	0	806.867	523.9403	0	864.633	0	0	677.901	680.299	572.638	0	0	0	500.952	42.3691	0	0	100.945	528.308	0	0	0	0	1165.11	483.249	0	0	0	0	183.506	0	0	20.5059	1078.01	0	0	387.608	1025.25	270.735	559.566	0	381.656	0	0	0	771.857	0	0	428.47	1132.79	388.738	1188.72	1333.0365	831.696	0	1100.57	394.66	0	889.278	0	503.108	893.443	0	1176.55
K01881: prolyl_tRNA_synthetase	654.876	0	81.5099	125.3368	691.529	376.416	842.664	617.733	841.235	683.874	431.997	0	0	63.7794	0	720.019	358.662	317.729	845.105	0	0	0	64.1842	392.587	0	690.362	852.842	0	0	0	0	926.938	0	0	344.593	397.728	456.171	584.052	62.2323	0	0	0	365.442	0	0	277.227	246.181	925.923	338.038	0	0	0	0	0	0	0	0	673.592	0	0	617.01	874.706	474.059	761.543	0	536.255	0	0	76.7135	443.346	0	0	611.302	864.068	391.865	897.764	911.225	916.608	0	810.091	0	760.859	0	0	682.079	676.766	0	786.965
K00525: ribonucleoside_diphosphate_reductase_alpha_chain	0	0	83.993	26.5064	747.778	300.257	802.584	493.703	856.156	539.697	325.917	0	0	58.5618	48.7116	812.034	456.576	0	699.629	0	0	0	0	520.823	0	643.113	653.244	0	0	0	0	619.626	277.68	287.782	424.983	233.578	666.607	677.106	0	0	0	0	449.642	0	121.583	0	304.363	816.793	445.142	0	0	0	0	0	0	0	0	667.753	0	0	570.51	732.895	271.765	679.646	0	591.587	0	0	154.867	369.556	0	0	583.384	860.01	373.403	703.543	758.755	811.31	0	817.99	0	555.633	0	0	682.126	534.716	0	581.036
K01783: ribulose_phosphate_3_epimerase	381.159	0	67.9195	36.5854	668.649	0	1040.61	766.273	756.196	990.376	940.91	146.774	0	0	462.511	342.035	468.273	0	852.035	0	0	0	0	652.328	0	883.696	887.317	0	0	0	0	709.392	0	0	490.641	934.512	438.85	945.157	0	0	0	0	622.47	0	0	0	321.416	651.628	196.399	0	675.087	0	0	0	0	0	0	695.935	0	0	693.84	939.48	0	726.464	0	797.092	0	0	131.035	485.477	0	0	1015.79	921.235	539.045	893.427	728.933	985.868	0	998.458	178.216	604.497	0	0	493.707	542.563	0	713.23
K01883: cysteinyl_tRNA_synthetase	0	0	58.141	0	1066.34	0	719.917	199.263	992.023	655.032	483.651	0	0	152.1198	197.647	409.508	329.506	0	783.34	0	0	0	29.0005	486.526	0	452.441	519.15	0	563.45	0	144.075	785.66	0	0	767.481	0	375.942	756.088	0	0	0	0	636.421	0	0	0	226.778	968.007	140.192	0	0	0	0	0	0	0	0	811.247	0	0	345.408	784.779	372.067	649.385	0	415.219	0	0	179.603	542.497	0	0	465.213	924.621	207.099	695.339	1025	990.802	0	940.002	152.669	554.802	0	0	881.325	479.355	0	574.239
K03686: molecular_chaperone_DnaJ	1085.72	0	85.1032	22.5868	659.657	112.672	468.406	293.366	906.81	772.533	710.739	0	0	0	115.192	448.921	469.793	0	842.857	0	0	0	16.6793	717.011	0	624.643	474.122	0	572.407	0	165.135	864.391	0	169.823	0	0	1037.48	612.891	0	0	0	0	638.775	0	0	396.855	261.046	789.527	382.808	0	0	0	0	0	0	0	0	690.788	0	0	767.147	846.126	0	538.487	0	703.127	268.83	0	79.4037	544.362	0	0	989.015	1085.56	525.358	1006.68	1026.16	969.312	0	1062.33	0	799.583	0	0	777.471	823.4459	0	552.05
K03499: trk_system_potassium_uptake_protein	960.038	783.083	131.916	0	1022.25	316.466	1388.18	623.731	713.105	851.531	772.587	0	0	0	245.295	655.131	502.566	0	880.49	0	0	0	60.6066	424.72	0	533.982	552.851	0	0	0	271.209	894.054	0	0	0	0	0	574.871	75.8662	0	0	0	624.104	0	0	0	0	786.723	268.747	0	0	0	0	0	0	121.341	0	807.967	0	0	752.557	932.72	669.165	660.466	0	550.237	0	0	143.444	306.606	0	0	496.362	971.192	147.523	1076.83	952.86	879.603	249.132	750.242	162.578	0	0	0	791.098	894.802	0	631.544
K00134: glyceraldehyde_3_phosphate_dehydrogenase	1136.6	282.97	111.693	0	1086.28	0	692.359	315.478	901.811	801.437	678.091	0	0	0	0	728.873	349.588	0	829.445	0	0	0	84.9204	354.354	0	718.954	747.599	0	0	0	0	854.21	0	313.237	0	0	0	432.442	115.332	278.966	241.062	0	395.476	0	0	469.803	0	838.72	678.45	0	0	0	0	0	0	0	0	802.903	0	0	389.415	830.178	237.635	437.303	0	795.132	0	0	439.381	258.518	0	0	627.419	898.615	387.617	867.393	894.316	996.347	0	818.144	0	495.127	0	0	723.667	631.918	0	568.785
K01489: cytidine_deaminase	518.914	1451.2	133.96	61.0088	891.439	570.181	1105.91	700.855	1428.07	942.647	556.792	0	0	0	206.323	1079.37	597.189	0	1036.5	0	0	0	0	1240.44	0	547.138	384.202	0	0	0	0	823.323	0	535.519	773.714	0	494.604	471.941	0	0	0	0	176.451	0	0	1427.07	0	1024.52	387.363	0	0	0	0	0	0	0	0	909.296	0	0	739.76	1080.12	357.598	996.505	0	717.826	0	0	432.8002	1104.83	0	0	429.317	1139.98831	0	1215.39	1586.57	1230.17	0	1254.68	0	340.746	0	0	763.791	921.704	0	618.927
K00287: dihydrofolate_reductase	0	0	0	0	1019.56	604.665	829.335	490.393	900.521	676.512	492.055	0	0	0	69.3763	204.402	288.073	0	877.491	0	0	0	39.9426	638.1	0	284.934	711.4	1299.11	1096.31	0	126.905	779.567	0	0	1335.17	846.335	0	325.897	0	65.7075	0	0	935.612	0	0	0	640.266	602.489	146.711	0	0	0	0	0	0	0	229.341	748.107	0	0	700.363	757.492	0	471.89	0	450.598	0	0	234.922	278.965	0	0	650.402	957.554	120.801	864.117	841.17	807.06	0	708.961	266.257	774.329	0	0	671.199	712.968	0	470.041
K02434: aspartyl_tRNA_Asn_glutamyl_tRNA_Gln_amidotransferase_subunit_B	815.648	0	139.186	0	689.928	0	730.044	488.16	949.601	671.421	639.537	0	0	103.181	0	411.736	427.644	201.29	830.571	0	0	0	79.8772	557.322	0	349.746	839.928	0	0	0	98.956	736.772	0	361.497	349.395	0	0	752.484	88.3123	0	0	0	382.114	0	0	0	374.428	786.447	317.769	0	0	0	0	0	0	0	0	762.624	0	0	699.105	885.487	0	699.131	0	443.384	0	0	142.477	304.538	0	0	662.128	927.546	418.404	879.635	821.029	679.735	0	795.777	155.714	568.803	0	0	872.198	798.735	0	463.785
K01873: valyl_tRNA_synthetase	554.402	0	116.484	0	988.461	304.589	994.789	386.122	980.082	800.02	882.125	0	0	32.5113	0	843.067	394.347	0	843.4	0	0	0	14.118	722.579	0	511.405	725.061	0	587.936	0	0	870.309	0	400.26	620.546	715.999	422.566	541.141	69.9383	0	0	0	445.838	0	0	0	259.635	800.983	482.757	0	0	0	0	0	0	0	0	891.06	0	0	683.39	953.446	309.15	565.161	0	621.791	0	0	0	487.554	0	0	772.121	943.54	391.66	953.146	868.451	898.687	0	915.804	0	618.571	0	0	757.21	602.424	0	561.363
K03977: GTPase	1147.74	356.658	112.882	0	919.441	0	748.432	395.983	860.185	765.094	371.41	0	0	83.8523	0	553.472	262.967	0	696.56	0	0	0	99.4158	751.181	0	475.425	530.53	0	0	0	247.047	520.154	404.154	161.145	713.01	0	234.433	634.411	77.1694	0	0	0	309.746	0	245.03	0	0	888.659	380.794	0	0	0	0	0	0	0	0	674.641	0	0	451.272	820.253	0	668.53	0	554.533	0	0	0	449.954	0	0	482.058	925.847	459.121	845.71	761.176	1035.97	0	788.535	203.628	0	0	0	598.287	635.234	0	697.3
K15583: oligopeptide_transport_system_ATP_binding_protein	0	0	107.185	0	954.778	0	675.717	510.275	734.714	717.766	668.991	0	0	0	98.5431	562.333	303.421	0	702.912	0	0	0	46.3117	331.286	0	738.254	480.71	0	0	0	0	815.028	0	343.721	0	251.715	362.12	569.168	82.9154	260.81	0	0	225.264	0	0	0	0	843.29	247.146	0	0	0	0	0	0	0	0	938.994	0	0	390.501	806.936	488.895	575.061	0	564.419	367.669	0	173.718	414.83	0	0	724.822	1015.7	514.93	848.117	1012.59	902.526	545.991	1024.79	0	383.832	0	0	784.579	661.198	0	530.62
K03553: recombination_protein_RecA	684.576	0	73.0185	0	829.662	265.374	463.67	459.409	740.19	902.686	462.993	0	0	58.4919	202.373	574.107	255.131	0	804.677	0	0	0	77.29	516.041	0	590.366	687.823	0	0	0	0	687.182	0	224.538	378.772	273.275	0	617.331	67.3741	103.455	0	0	483.283	0	281.2102	0	0	971.517	397.814	0	0	0	0	0	0	0	0	599.01	0	0	661.855	794.056	238.825	603.384	0	648.49	0	0	314.234	216.181	0	0	504.049	913.455	452.448	925.283	695.904	873.163	0	1019.2	283.709	0	0	0	492.015	706.019	0	544.932
K02040: phosphate_transport_system_substrate_binding_protein	0	0	52.5057	24.9181	777.537	0	693.208	432.977	863.646	799.251	581.693	0	0	0	133.202	557.925	217.961	256.431	950.14	0	0	0	121.565	643.697	0	744.89	674.342	0	360.885	0	0	1042.53	0	439.92	647.232	420.232	0	347.387	38.5861	0	0	0	913.613	0	0	0	211.941	872.37	453.251	0	0	0	0	0	0	0	0	843.385	0	0	713.367	889.184	315.991	920.974	0	628.581	0	0	0	496.97	0	0	645.855	913.004	586.485	962.872	901.456	944.916	0	983.772	0	1024.61	372.369	0	727.543	694.526	0	394.248
K02834: ribosome_binding_factor_A	1949.78	605.864	0	39.3806	1232.01	0	2473.43	743.648	1020.69	700.403	1162.28	0	0	0	0	422.464	884.591	0	1151.15	0	0	0	40.5337	1230.63	0	981.053	596.6882	0	0	0	419.665	1546.53	369.703	101.218	0	0	0	0	119.7681	0	0	0	792.192	0	0	0	0	1150.12	629.579	86.0275	0	0	0	86.878	0	328.581	0	835.619	0	0	648.572	1018.09	226.506	156.051	0	1010.87	0	0	388.436	645.762	0	688.031	0	1146.74	332.247	1115.54	1411.92	546.232	0	1263.5	110.675	1493.71	0	0	727.038	809.462	0	591.439
K12132: eukaryotic_like_serine_threonine_protein_kinase	385.692	479.47	75.8737	0	806.102	282.578	1408.62	481.494	759.936	817.214	620.869	0	88.9688	0	0	785.26	430.799	278.758	835.013	0	0	0	0	590.967	0	677.716	423.128	0	574.089	0	0	805.843	0	265.399	479.709	0	0	650.285	0	0	0	0	509.471	0	206.902	0	340.357	720.478	223.954	0	0	0	0	0	0	0	0	740.183	0	0	742.117	926.801	0	508.482	0	578.935	0	0	76.8502	346.762	0	0	512.643	936.677	421.521	909.651	794.388	747.075	0	944.467	0	630.808	0	0	643.157	681.633	0	563.915
K03077: L_ribulose_5_phosphate_4_epimerase	565.884	0	100.159	0	1086.06	248.717	651.316	306.084	707.509	414.687	565.758	0	0	0	0	880.869	308.082	218.308	753.812	0	0	0	62.8972	769.179	0	715.945	558.543	0	0	0	109.619	1057	0	433.765	985.155	0	377.562	625.323	0	0	0	0	128.282	499.126	0	700.654	0	802.928	0	0	0	0	0	0	0	0	0	821.113	0	0	772.571	885.575	236.659	733.707	0	352.154	0	0	0	610.452	0	0	530.601	1055.96	417.348	647.095	868.379	1038.63	0	1016.02	0	520.225	0	0	639.688	795.914	0	451.221
K06023: HPr_kinase_phosphorylase	0	0	85.8021	0	832.702	0	808.635	276.579	728.49	572.309	681.231	0	0	0	0	474.95	226.186	229.262	678.449	0	0	0	32.4574	853.46	0	620.432	532.503	0	0	0	160.96	759.839	0	292.22	516.626	0	197.998	502.627	76.1619	0	0	0	282.568	0	205.097	0	574.762	861.739	265.406	0	0	0	0	0	0	0	226.245	670.417	0	0	733.225	799.409	115.833	495.675	0	475.994	0	0	0	212.296	0	0	252.065	881.205	323.439	544.714	882.428	482.226	0	802.815	0	272.812	0	0	809.814	580.003	0	778.743
K00016: L_lactate_dehydrogenase	0	0	189.975	0	767.148	438.246	910.692	674.161	887.854	912.723	742.977	0	0	0	0	712.949	347.979	0	1059.32	0	0	0	78.9305	787.676	0	865.163	437.465	0	0	0	0	724.351	0	147.001	775.299	0	237.548	703.15	83.0214	0	0	0	527.393	0	0	514.404	338.326	917.636	516.841	0	0	0	0	0	0	0	0	749.857	0	0	698.473	991.725	347.5	1195.69	0	489.872	0	0	148.961	1061.45	0	0	823.424	1091.18	629.919	1045.89	952.742	1105.42	0	1217.38	0	709.312	0	0	665.33	842.658	0	874.569
K11072: spermidine_putrescine_transport_system_ATP_binding_protein	427.918	877.259	129.37	0	983.284	188.078	846.819	525.096	979.69	728.323	673.356	0	0	0	0	745.454	304.652	0	1078.67	0	0	0	84.3616	630.202	0	659.478	703.425	0	0	0	151.971	1038.53	0	0	612.013	0	305.89	756.881	0	0	0	0	610.736	0	127.892	0	0	746.481	298.14	0	0	0	0	0	0	0	0	692.111	0	0	713.7	1044.14	357.92	708.432	0	483.534	0	0	76.7249	558.802	0	0	448.441	957.24	429.596	863.183	868.367	615.205	0	958.842	0	280.993	0	0	942.057	769.473	0	641.149
K00560: thymidylate_synthase	0	0	127.89	0	802.753	157.845	641.334	551.668	718.625	751.414	985.093	0	76.227	109.764	247.185	428.222	269.136	0	735.222	0	0	0	79.1904	765.752	122.834	387.189	392.74	0	0	0	0	741.075	0	460.193	627.978	0	350.089	321.39	55.143	0	0	0	582.51	0	0	0	0	732.01	159.88	0	0	0	0	0	0	0	0	818.987	0	0	745.147	789.04	382.787	264.491	0	917.089	0	0	0	753.884	0	0	557.011	943.626	205.188	630.302	688.707	911.435	0	862.681	0	602.858	0	0	670.256	694.808	0	380.666
K01619: deoxyribose_phosphate_aldolase	873.57	1396.02	119.609	0	739.234	0	1139.7	361.076	962.351	696.492	758.627	0	0	0	154.02	1037.72	365.792	196.666	961.838	0	0	0	35.4867	671.892	0	786.274	1004.79	0	0	0	0	948.094	567.64	515.437	465.611	0	416.323	688.323	22.9875	0	0	0	479.028	0	0	0	0	1002.66	833.704	0	0	0	0	0	0	0	0	1019.8	0	0	620.843	1016.23	608.896	299.584	0	467.901	0	0	0	318.847	0	0	996.928	1070.44	997.181	1067.26	1186.87	971.381	0	837.111	0	409.737	0	0	1438.05	1071.02	0	654.383
K02798: mannitol_PTS_system_EIIA_component	0	0	153.976	0	1236.53	0	564.957	331.676	1242.55	999.341	1161.46	0	192.362	0	0	482.475	437.126	365.708	1167.95	0	0	269.056	0	492.979	0	1099.92	1105.71	0	0	0	0	699.241	0	205.178	0	1664.76	552.716	811.692	0	0	0	0	1051.45	0	0	0	0	658.178	346.3	0	0	0	0	0	0	0	0	890.085	0	0	694.059	1079.91	404.189	491.096	0	1100.16	0	0	0	329.237	0	0	767.613	790.794	617.806	1073.28	994.177	248.333	601.922	542.68	385.984	0	0	215.446	1201.58	964.685	0	961.493
K02520: translation_initiation_factor_IF_3	0	0	0	103.0961	705.059	189.257	781.414	533.936	1015.37	615.48	352.796	0	0	76.195	0	1038.17	391.001	0	950.65	0	0	0	76.4298	669.821	0	544.997	606.3339	0	0	0	0	1222.25	0	126.419	440.919	0	403.136	791.217	114.702	350.005	0	0	486.537	0	0	0	0	834.714	66.9419	0	0	0	0	0	0	0	0	766.331	0	0	751.751	851.38	193.588	822.842	0	446.884	0	0	354.037	1099.51	0	0	428.089	944.027	408.394	814.679	846.911	1070.78	0	736.214	0	1037.32	411.072	0	690.224	828.512	0	435.226
K03687: molecular_chaperone_GrpE	0	0	114.295	0	800.773	0	1266.4	377.695	1010.51	837.355	557.803	0	0	36.8777	62.5136	675.943	0	0	941.056	0	0	0	161.7038	884.042	0	939.825	855.473	0	0	0	167.866	865.958	0	0	727.46	279.877	371.688	811.303	128.103	0	0	0	383.067	0	0	0	423.463	1023.95	808.669	0	0	0	0	0	0	0	0	847.673	0	0	777.513	1030.22	673.659	780.13	0	532.177	0	0	0	586.203	344.783	0	573.556	1008.47	559.272	939.249	762.079	927.996	0	593.242	90.1021	0	223.2	0	962.713	1018.81	0	683.744
K02503: histidine_triad_HIT_family_protein	0	642.628	0	47.6335	1114.79	0	1187.7	525.234	928.63	692.566	492.261	0	188.629	100.6271	172.067	951.273	624.613	0	992.842	0	0	0	0	1261.29	0	604.903	490.925	0	512.427	0	0	546.115	261.119	329.354	713.612	0	656.302	332.556	46.2566	0	0	0	493.78	0	0	0	0	922.941	342.667	0	0	0	0	0	0	0	0	833.134	0	0	974.1861	986.234	0	826.44	0	933.139	0	0	182.9	781.881	0	0	1513.01	1096.41	455.899	1407.56	882.516	526.439	0	878.6772	0	452.143	0	0	1189.16	780.515	0	512.18
K02470: DNA_gyrase_subunit_B	946.068	0	59.045	48.1434	693.942	463.794	908.424	491.943	927.038	572.514	689.751	0	80.5651	0	219.136	520.353	266.675	0	943.539	0	0	0	64.8065	623.69	0	551.39	449.003	0	0	0	293.682	1211.89	0	299.767	769.296	0	623.975	335.087	16.9238	0	0	0	544.401	0	0	0	0	959.462	461.775	0	0	0	0	0	0	0	0	792.403	0	0	855.336	980.177	190.213	637.078	0	429.042	0	0	86.989	237.354	0	0	531.478	996.995	469.449	944.333	1006.79	918.274	0	1225.84	147.786	0	0	0	741.177	976.674	0	539.661
K01259: proline_iminopeptidase	924.436	0	86.621	0	1004.65	0	558.151	681.929	860.691	489.116	751.538	0	0	58.6514	0	501.798	439.964	0	875.271	0	0	0	0	774.034	0	739.876	880.926	0	656.772	0	0	906.83	0	444.259	469.982	0	360.35	679.299	0	0	0	0	606.508	0	0	289.073	0	754.479	125.484	0	0	0	0	0	0	0	196.159	861.482	0	0	1196.49	1035.71	351.467	823.45	0	385.402	0	0	184.166	262.463	0	0	181.64	1028.23	704.61	1005.65	904.72	1090.53	0	1021.03	0	662.294	0	0	790.075	791.042	0	480.786
K00761: uracil_phosphoribosyltransferase	695.366	0	102.556	0	705.215	0	920.93	491.85	902.846	749.372	597.005	0	0	58.8917	169.667	325.441	349.392	173.505	795.865	0	0	0	176.9665	629.924	0	788.139	686.56	0	0	0	0	1654.2	0	205.034	1037.76	0	0	486.851	82.4989	39.073	0	0	220.688	0	346.302	0	0	1216.53	657.432	0	0	0	0	0	0	0	0	677.978	0	0	515.397	842.232	387.747	530.383	0	136.652	0	145.524	0	789.528	0	0	575.303	1098.51	655.362	987.662	998.703	1487.51	0	1168.23	0	0	0	0	966.23	863.627	0	510.062
K02027: multiple_sugar_transport_system_substrate_binding_protein	1213.2	323.341	127.909	0	1087.96	0	950.426	739.163	1205.12	990.508	556.076	0	0	0	0	676.153	544.675	0	971.321	0	0	0	30.6816	809.977	0	547.784	556.406	0	0	0	223.969	1493.13	443.871	255.649	0	311.18	454.531	796.01	0	0	0	0	629.038	0	0	0	176.56	944.627	345.233	0	0	0	0	0	0	0	0	889.316	0	0	828.038	1098.24	302.207	957.471	0	468.277	0	0	103.471	735.98	0	0	501.458	975.613	852.11	1049.14	1157.94	1034.04	0	938.519	0	0	0	0	1091.46	636.122	0	539.049
K03048: DNA_directed_RNA_polymerase_subunit_delta	1147.6	0	84.6449	0	814.854	0	977.816	614.364	911.42	1233.93	984.807	0	0	0	0	409.107	336.42	0	998.978	353.82	0	0	82.9618	1514.17	0	935.422	1080.55	0	512.427	0	0	1165.19	0	270.702	0	0	328.151	803.474	50.6924	0	0	0	721.901	0	0	473.636	0	1196.26	393.871	0	0	0	0	0	0	232.074	0	1131.98	0	0	818.004	1295.94	319.959	551.088	0	561.516	0	0	88.9624	640.582	0	0	506.374	1198.39	893.476	1078.13	1099.65	842.497	0	1213.95	0	0	0	0	837.726	859.84	0	585.513
K03701: excinuclease_ABC_subunit_A	826.624	680.41	59.2082	61.3499	806.848	0	1022.22	500.82	872.496	759.76	504.714	0	0	0	86.3649	708.052	295.346	0	862.925	0	0	0	18.994	758.176	0	596.243	632.022	0	0	0	0	1111.5	0	315.649	544.657	0	324.664	560.025	14.7117	0	0	0	408.125	0	193.913	0	0	1049.04	254.19	0	0	0	0	0	0	0	0	925.628	0	0	679.634	901.677	245.736	589.792	0	637.475	0	0	87.2469	635.418	0	0	758.2	1059.9	468.492	1046.02	975.291	1015.76	0	954.99	0	415.386	0	0	796.394	834.564	0	705.915
K02056: simple_sugar_transport_system_ATP_binding_protein	0	389.76	117.094	0	896.045	183.765	585.209	643.59	943.59	612.712	747.07	0	0	0	0	673.645	271.396	0	787.394	0	0	0	0	728.466	0	639.12	722.203	0	420.059	0	0	721.602	0	431.477	441.593	0	219.147	561.91	0	0	0	0	341.1	0	156.193	0	0	897.652	322.515	0	0	0	0	0	0	0	0	702.55	0	0	512.137	765.94	364.275	532.057	0	725.777	0	0	0	415.434	0	0	588.026	841.312	350.924	807.932	835.351	690.143	0	903.118	226.085	411.599	0	0	871.363	653.8731	0	406.543
K00850: 6_phosphofructokinase_1	861.657	0	0	0	461.691	0	737.773	391.105	602.718	319.256	280.168	0	0	0	0	448.099	196.828	0	537.701	0	0	0	35.3904	453.642	0	515.041	204.8	0	699.542	0	0	472.265	0	254.038	730.643	224.881	559.486	547.126	79.8449	104.642	0	0	0	0	0	428.985	0	672.387	136.44	0	0	0	0	0	0	0	0	633.767	0	0	746.236	619.708	218.397	432.037	0	498.976	164.25	0	0	555.088	0	0	387.07	709.201	367.893	687.171	433.205	526.909	0	593.031	0	976.573	0	0	479.381	454.632	0	324.763
K03671: thioredoxin_1	0	0	121.042	0	1165.95	0	249.817	101.156	748.467	1039.19	880.427	0	0	0	331.024	533.361	257.722	0	1095.05	0	0	0	0	465.409	0	757.017	1350.04	0	1373.94	0	662.283	901.511	0	0	765.349	588.908	728.125	529.13	0	113.495	0	0	1580.49	0	0	0	835.347	1004.57	0	0	0	0	0	0	0	0	0	919.436	0	0	701.848	909.205	0	591.042	0	604.686	430.129	0	0	698.807	0	0	791.298	948.391	672.458	1037.74	823.551	690.234	425.86	989.0613	0	808.206	0	0	1208.05	663.157	0	588.843
K03596: GTP_binding_protein_LepA	0	0	120.424	75.6874	773.407	0	727.173	579.372	891.445	592.075	653.901	0	0	0	91.2389	766.377	407.932	0	803.992	0	0	0	16.577	699.277	0	561.33	523.836	0	0	0	0	808.576	0	528.045	817.184	0	454.91	630.923	17.2645	0	0	0	451.477	0	158.492	0	194.419	899.581	158.249	0	0	0	0	0	0	0	170.419	665.034	0	0	715.319	906.226	0	688.403	0	587.062	0	0	0	293.996	0	0	516.257	919.71	310.109	822.725	841.082	706.524	0	707.568	148.397	523.111	0	0	825.201	604.74	0	863.525
